timestamp,segment_id,segment_name,latitude,longitude,current_speed_kmh,free_flow_speed_kmh,current_travel_time_sec,free_flow_travel_time_sec,confidence
2026-02-21 15:35:26.726132,Segment 1,World Trade Centre,25.2262,55.287,41,53,52,40,1.0
2026-02-21 15:35:27.780683,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 15:35:28.837876,Segment 3,Business Bay,25.1872,55.2644,21,30,161,113,0.967302
2026-02-21 15:35:29.892518,Segment 4,MOE,25.1182,55.2006,27,36,663,497,1.0
2026-02-21 15:56:30.370520,Segment 1,World Trade Centre,25.2262,55.287,26,53,82,40,1.0
2026-02-21 15:56:31.480021,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 15:56:32.579503,Segment 3,Business Bay,25.1872,55.2644,19,24,178,141,0.99
2026-02-21 15:56:33.675471,Segment 4,MOE,25.1182,55.2006,25,36,716,497,1.0
2026-02-21 16:40:29.321060,Segment 1,World Trade Centre,25.2262,55.287,35,52,61,41,1
2026-02-21 16:40:30.439135,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-21 16:40:31.559628,Segment 3,Business Bay,25.1872,55.2644,17,24,199,141,1
2026-02-21 16:40:32.675886,Segment 4,MOE,25.1182,55.2006,27,37,663,484,1
2026-02-21 17:13:40.006213,Segment 1,World Trade Centre,25.2262,55.287,16,42,134,51,1
2026-02-21 17:13:41.125234,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-21 17:13:42.243439,Segment 3,Business Bay,25.1872,55.2644,17,23,199,147,1
2026-02-21 17:13:43.363580,Segment 4,MOE,25.1182,55.2006,29,37,617,484,1
2026-02-21 17:46:49.694272,Segment 1,World Trade Centre,25.2262,55.287,18,44,119,48,1.0
2026-02-21 17:46:50.761996,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 17:46:51.831866,Segment 3,Business Bay,25.1872,55.2644,13,24,260,141,0.99
2026-02-21 17:46:52.902660,Segment 4,MOE,25.1182,55.2006,25,35,716,511,1.0
2026-02-21 18:16:04.074315,Segment 1,World Trade Centre,25.2262,55.287,14,43,153,50,1.0
2026-02-21 18:16:05.182856,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 18:16:06.310284,Segment 3,Business Bay,25.1872,55.2644,15,23,226,147,0.99
2026-02-21 18:16:07.440136,Segment 4,MOE,25.1182,55.2006,26,36,688,497,1.0
2026-02-21 18:56:43.230770,Segment 1,World Trade Centre,25.2262,55.287,40,53,53,40,1.0
2026-02-21 18:56:44.357080,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 18:56:45.477657,Segment 3,Business Bay,25.1872,55.2644,13,23,260,147,0.97
2026-02-21 18:56:46.597757,Segment 4,MOE,25.1182,55.2006,29,36,617,497,1.0
2026-02-21 19:32:49.980822,Segment 1,World Trade Centre,25.2262,55.287,39,53,55,40,1.0
2026-02-21 19:32:51.051513,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 19:32:52.119029,Segment 3,Business Bay,25.1872,55.2644,14,23,242,147,0.99
2026-02-21 19:32:53.189091,Segment 4,MOE,25.1182,55.2006,27,36,663,497,1.0
2026-02-21 19:53:43.460512,Segment 1,World Trade Centre,25.2262,55.287,40,53,53,40,1.0
2026-02-21 19:53:44.605980,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 19:53:45.752590,Segment 3,Business Bay,25.1872,55.2644,16,24,211,141,0.99
2026-02-21 19:53:46.881625,Segment 4,MOE,25.1182,55.2006,30,36,597,497,1.0
2026-02-21 20:34:39.031894,Segment 1,World Trade Centre,25.2262,55.287,21,46,102,46,1
2026-02-21 20:34:40.173972,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-21 20:34:41.300231,Segment 3,Business Bay,25.1872,55.2644,13,23,260,147,1
2026-02-21 20:34:42.421262,Segment 4,MOE,25.1182,55.2006,30,37,597,484,1
2026-02-21 20:56:34.648807,Segment 1,World Trade Centre,25.2262,55.287,15,52,143,41,1
2026-02-21 20:56:35.729750,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-21 20:56:36.799508,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-21 20:56:37.889410,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-21 21:33:19.611775,Segment 1,World Trade Centre,25.2262,55.287,13,54,165,39,1
2026-02-21 21:33:20.775443,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-21 21:33:21.936117,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-21 21:33:23.077273,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-21 21:55:08.043419,Segment 1,World Trade Centre,25.2262,55.287,36,52,59,41,1.0
2026-02-21 21:55:09.107352,Segment 2,DIFC,25.2136,55.2796,90,104,470,407,1.0
2026-02-21 21:55:10.173168,Segment 3,Business Bay,25.1872,55.2644,19,23,178,147,0.99
2026-02-21 21:55:11.239143,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-21 22:33:33.652816,Segment 1,World Trade Centre,25.2262,55.287,34,52,63,41,1.0
2026-02-21 22:33:34.763049,Segment 2,DIFC,25.2136,55.2796,91,104,465,407,1.0
2026-02-21 22:33:35.873188,Segment 3,Business Bay,25.1872,55.2644,17,24,199,141,0.96
2026-02-21 22:33:36.970828,Segment 4,MOE,25.1182,55.2006,28,36,639,497,0.995654
2026-02-21 22:57:50.096176,Segment 1,World Trade Centre,25.2262,55.287,36,52,59,41,1.0
2026-02-21 22:57:51.161222,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-21 22:57:52.226846,Segment 3,Business Bay,25.1872,55.2644,19,24,178,141,0.95
2026-02-21 22:57:53.304311,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-21 23:34:01.203704,Segment 1,World Trade Centre,25.2262,55.287,39,53,55,40,1.0
2026-02-21 23:34:02.314317,Segment 2,DIFC,25.2136,55.2796,94,104,450,407,1.0
2026-02-21 23:34:03.417725,Segment 3,Business Bay,25.1872,55.2644,17,23,199,147,0.96
2026-02-21 23:34:04.530622,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-21 23:55:11.592823,Segment 1,World Trade Centre,25.2262,55.287,28,53,76,40,1
2026-02-21 23:55:12.658989,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-21 23:55:13.734914,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-21 23:55:14.800826,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-22 02:53:11.405686,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-22 02:53:12.578474,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 02:53:13.750376,Segment 3,Business Bay,25.1872,55.2644,17,24,199,141,0.93
2026-02-22 02:53:14.920394,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 04:56:46.680034,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1
2026-02-22 04:56:47.842916,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-22 04:56:49.010314,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-22 04:56:50.181531,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-22 05:59:27.126089,Segment 1,World Trade Centre,25.2262,55.287,45,53,47,40,1.0
2026-02-22 05:59:28.248535,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 05:59:29.369372,Segment 3,Business Bay,25.1872,55.2644,16,23,211,147,0.96
2026-02-22 05:59:30.490796,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 07:02:29.408698,Segment 1,World Trade Centre,25.2262,55.287,41,52,52,41,1.0
2026-02-22 07:02:30.531009,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 07:02:31.649832,Segment 3,Business Bay,25.1872,55.2644,15,24,226,141,0.98
2026-02-22 07:02:32.773240,Segment 4,MOE,25.1182,55.2006,28,36,639,497,0.996394
2026-02-22 07:48:49.519630,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-22 07:48:50.642390,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 07:48:51.755903,Segment 3,Business Bay,25.1872,55.2644,12,23,282,147,0.97
2026-02-22 07:48:52.877720,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 08:20:16.606542,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-22 08:20:17.731053,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 08:20:18.853068,Segment 3,Business Bay,25.1872,55.2644,14,23,242,147,0.99
2026-02-22 08:20:19.978072,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 08:55:07.576377,Segment 1,World Trade Centre,25.2262,55.287,42,52,51,41,1.0
2026-02-22 08:55:08.719467,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 08:55:09.859154,Segment 3,Business Bay,25.1872,55.2644,11,24,308,141,0.97
2026-02-22 08:55:11.010786,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 09:40:02.940341,Segment 1,World Trade Centre,25.2262,55.287,44,53,48,40,1
2026-02-22 09:40:04.080634,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-22 09:40:05.225533,Segment 3,Business Bay,25.1872,55.2644,14,23,242,147,1
2026-02-22 09:40:06.345650,Segment 4,MOE,25.1182,55.2006,27,35,663,511,1
2026-02-22 10:00:05.618609,Segment 1,World Trade Centre,25.2262,55.287,28,53,76,40,1
2026-02-22 10:00:06.670757,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-22 10:00:07.722026,Segment 3,Business Bay,25.1872,55.2644,13,23,260,147,1
2026-02-22 10:00:08.783710,Segment 4,MOE,25.1182,55.2006,26,36,688,497,1
2026-02-22 10:39:32.846334,Segment 1,World Trade Centre,25.2262,55.287,28,52,76,41,1.0
2026-02-22 10:39:33.902550,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 10:39:34.964454,Segment 3,Business Bay,25.1872,55.2644,13,24,260,141,0.99
2026-02-22 10:39:36.019826,Segment 4,MOE,25.1182,55.2006,27,35,663,511,1.0
2026-02-22 11:00:09.044286,Segment 1,World Trade Centre,25.2262,55.287,36,53,59,40,1.0
2026-02-22 11:00:10.151209,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 11:00:11.248344,Segment 3,Business Bay,25.1872,55.2644,23,29,147,116,0.998025
2026-02-22 11:00:12.361070,Segment 4,MOE,25.1182,55.2006,30,35,597,511,1.0
2026-02-22 11:32:38.315411,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-22 11:32:39.436156,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 11:32:40.552922,Segment 3,Business Bay,25.1872,55.2644,16,23,211,147,0.97
2026-02-22 11:32:41.670112,Segment 4,MOE,25.1182,55.2006,28,37,639,484,1.0
2026-02-22 11:54:05.755946,Segment 1,World Trade Centre,25.2262,55.287,28,51,76,42,1.0
2026-02-22 11:54:06.879472,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 11:54:07.996496,Segment 3,Business Bay,25.1872,55.2644,17,23,199,147,0.99
2026-02-22 11:54:09.117985,Segment 4,MOE,25.1182,55.2006,26,36,688,497,1.0
2026-02-22 13:07:42.080787,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-22 13:07:43.252659,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 13:07:44.431784,Segment 3,Business Bay,25.1872,55.2644,12,23,282,147,0.98
2026-02-22 13:07:45.605405,Segment 4,MOE,25.1182,55.2006,29,36,617,497,1.0
2026-02-22 13:52:43.499230,Segment 1,World Trade Centre,25.2262,55.287,23,52,93,41,1.0
2026-02-22 13:52:44.598393,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 13:52:45.697556,Segment 3,Business Bay,25.1872,55.2644,14,23,242,147,0.97
2026-02-22 13:52:46.810136,Segment 4,MOE,25.1182,55.2006,24,35,746,511,1.0
2026-02-22 14:35:04.534080,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-22 14:35:05.699352,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 14:35:06.826309,Segment 3,Business Bay,25.1872,55.2644,17,24,199,141,0.96
2026-02-22 14:35:08.001292,Segment 4,MOE,25.1182,55.2006,26,35,688,511,1.0
2026-02-22 14:58:30.645310,Segment 1,World Trade Centre,25.2262,55.287,38,52,56,41,1.0
2026-02-22 14:58:31.796432,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 14:58:32.936288,Segment 3,Business Bay,25.1872,55.2644,16,24,211,141,0.99
2026-02-22 14:58:34.083310,Segment 4,MOE,25.1182,55.2006,29,36,617,497,1.0
2026-02-22 15:35:51.770268,Segment 1,World Trade Centre,25.2262,55.287,28,52,76,41,1.0
2026-02-22 15:35:52.937157,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 15:35:54.103649,Segment 3,Business Bay,25.1872,55.2644,16,23,211,147,0.99
2026-02-22 15:35:55.280180,Segment 4,MOE,25.1182,55.2006,28,36,639,497,1.0
2026-02-22 15:57:10.099215,Segment 1,World Trade Centre,25.2262,55.287,44,52,48,41,1.0
2026-02-22 15:57:11.172899,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 15:57:12.246282,Segment 3,Business Bay,25.1872,55.2644,13,24,260,141,0.97
2026-02-22 15:57:13.318844,Segment 4,MOE,25.1182,55.2006,25,35,716,511,1.0
2026-02-22 16:42:21.461727,Segment 1,World Trade Centre,25.2262,55.287,42,52,51,41,1.0
2026-02-22 16:42:22.603065,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 16:42:23.745841,Segment 3,Business Bay,25.1872,55.2644,12,24,282,141,0.97
2026-02-22 16:42:24.906209,Segment 4,MOE,25.1182,55.2006,28,36,639,497,1.0
2026-02-22 17:13:45.175804,Segment 1,World Trade Centre,25.2262,55.287,34,52,63,41,1
2026-02-22 17:13:46.242736,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-22 17:13:47.315844,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-22 17:13:48.390237,Segment 4,MOE,25.1182,55.2006,28,35,639,511,1
2026-02-22 17:46:24.792677,Segment 1,World Trade Centre,25.2262,55.287,37,53,58,40,1.0
2026-02-22 17:46:25.941182,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 17:46:27.046375,Segment 3,Business Bay,25.1872,55.2644,13,24,260,141,0.97
2026-02-22 17:46:28.142706,Segment 4,MOE,25.1182,55.2006,28,37,639,484,1.0
2026-02-22 18:16:24.376136,Segment 1,World Trade Centre,25.2262,55.287,39,52,55,41,1.0
2026-02-22 18:16:25.496112,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 18:16:26.636753,Segment 3,Business Bay,25.1872,55.2644,11,23,308,147,0.99
2026-02-22 18:16:27.758055,Segment 4,MOE,25.1182,55.2006,30,36,597,497,1.0
2026-02-22 18:56:51.887571,Segment 1,World Trade Centre,25.2262,55.287,41,52,52,41,1
2026-02-22 18:56:53.071871,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-22 18:56:54.239307,Segment 3,Business Bay,25.1872,55.2644,16,24,211,141,1
2026-02-22 18:56:55.410354,Segment 4,MOE,25.1182,55.2006,27,35,663,511,1
2026-02-22 19:33:46.832413,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-22 19:33:47.943449,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 19:33:49.043835,Segment 3,Business Bay,25.1872,55.2644,13,23,260,147,0.99
2026-02-22 19:33:50.142816,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 19:53:57.034015,Segment 1,World Trade Centre,25.2262,55.287,33,52,65,41,1.0
2026-02-22 19:53:58.198908,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 19:53:59.361600,Segment 3,Business Bay,25.1872,55.2644,18,24,188,141,0.99
2026-02-22 19:54:00.529507,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 20:36:36.822655,Segment 1,World Trade Centre,25.2262,55.287,8,50,268,43,1.0
2026-02-22 20:36:37.953365,Segment 2,DIFC,25.2136,55.2796,84,105,504,403,1.0
2026-02-22 20:36:39.112308,Segment 3,Business Bay,25.1872,55.2644,15,24,226,141,0.96
2026-02-22 20:36:40.280105,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 20:58:36.858316,Segment 1,World Trade Centre,25.2262,55.287,31,52,69,41,1.0
2026-02-22 20:58:37.960179,Segment 2,DIFC,25.2136,55.2796,85,105,498,403,1.0
2026-02-22 20:58:39.097570,Segment 3,Business Bay,25.1872,55.2644,18,24,188,141,0.98
2026-02-22 20:58:40.237271,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 21:34:55.493406,Segment 1,World Trade Centre,25.2262,55.287,32,52,67,41,1
2026-02-22 21:34:56.614333,Segment 2,DIFC,25.2136,55.2796,87,104,486,407,1
2026-02-22 21:34:57.744156,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-22 21:34:58.863906,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-22 21:55:27.135997,Segment 1,World Trade Centre,25.2262,55.287,37,53,58,40,1.0
2026-02-22 21:55:28.247147,Segment 2,DIFC,25.2136,55.2796,89,104,475,407,1.0
2026-02-22 21:55:29.358473,Segment 3,Business Bay,25.1872,55.2644,17,24,199,141,0.96
2026-02-22 21:55:30.464586,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 22:34:32.344528,Segment 1,World Trade Centre,25.2262,55.287,40,52,53,41,1.0
2026-02-22 22:34:33.463423,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 22:34:34.581377,Segment 3,Business Bay,25.1872,55.2644,15,24,226,141,0.96
2026-02-22 22:34:35.700223,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 22:59:10.656341,Segment 1,World Trade Centre,25.2262,55.287,37,52,58,41,1
2026-02-22 22:59:11.777732,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-22 22:59:12.898098,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1
2026-02-22 22:59:14.014928,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-22 23:36:55.672700,Segment 1,World Trade Centre,25.2262,55.287,49,52,43,41,0.741733
2026-02-22 23:36:56.793010,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 23:36:57.916793,Segment 3,Business Bay,25.1872,55.2644,19,23,178,147,0.95
2026-02-22 23:36:59.035980,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-22 23:58:00.844739,Segment 1,World Trade Centre,25.2262,55.287,49,52,43,41,0.852949
2026-02-22 23:58:01.903515,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-22 23:58:02.958831,Segment 3,Business Bay,25.1872,55.2644,24,24,141,141,1.0
2026-02-22 23:58:04.008172,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-23 03:14:30.451966,Segment 1,World Trade Centre,25.2262,55.287,48,53,44,40,1.0
2026-02-23 03:14:31.574550,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 03:14:32.689178,Segment 3,Business Bay,25.1872,55.2644,16,24,211,141,0.98
2026-02-23 03:14:33.807805,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-23 05:12:14.717932,Segment 1,World Trade Centre,25.2262,55.287,35,53,61,40,1
2026-02-23 05:12:15.788129,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-23 05:12:16.854971,Segment 3,Business Bay,25.1872,55.2644,11,24,308,141,1
2026-02-23 05:12:17.923479,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1
2026-02-23 06:37:49.776108,Segment 1,World Trade Centre,25.2262,55.287,19,53,113,40,1.0
2026-02-23 06:37:50.943946,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 06:37:52.114096,Segment 3,Business Bay,25.1872,55.2644,17,30,199,113,1.0
2026-02-23 06:37:53.285818,Segment 4,MOE,25.1182,55.2006,29,37,617,484,0.999533
2026-02-23 07:42:23.227310,Segment 1,World Trade Centre,25.2262,55.287,16,54,134,39,1.0
2026-02-23 07:42:24.344057,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 07:42:25.468412,Segment 3,Business Bay,25.1872,55.2644,19,24,178,141,0.96
2026-02-23 07:42:26.602794,Segment 4,MOE,25.1182,55.2006,26,35,688,511,1.0
2026-02-23 08:32:45.310018,Segment 1,World Trade Centre,25.2262,55.287,35,52,61,41,1.0
2026-02-23 08:32:46.435499,Segment 2,DIFC,25.2136,55.2796,81,103,522,411,1.0
2026-02-23 08:32:47.560224,Segment 3,Business Bay,25.1872,55.2644,12,24,282,141,0.97
2026-02-23 08:32:48.684534,Segment 4,MOE,25.1182,55.2006,27,36,663,497,1.0
2026-02-23 09:36:37.295081,Segment 1,World Trade Centre,25.2262,55.287,24,53,89,40,1
2026-02-23 09:36:38.428589,Segment 2,DIFC,25.2136,55.2796,70,104,605,407,1
2026-02-23 09:36:39.556429,Segment 3,Business Bay,25.1872,55.2644,17,23,199,147,1
2026-02-23 09:36:40.677008,Segment 4,MOE,25.1182,55.2006,28,37,639,484,1
2026-02-23 10:34:38.289732,Segment 1,World Trade Centre,25.2262,55.287,23,46,93,46,1.0
2026-02-23 10:34:39.349726,Segment 2,DIFC,25.2136,55.2796,46,103,920,411,1.0
2026-02-23 10:34:40.404642,Segment 3,Business Bay,25.1872,55.2644,12,24,282,141,0.99
2026-02-23 10:34:41.468136,Segment 4,MOE,25.1182,55.2006,26,37,688,484,1.0
2026-02-23 11:26:37.029044,Segment 1,World Trade Centre,25.2262,55.287,6,38,358,56,1
2026-02-23 11:26:38.082919,Segment 2,DIFC,25.2136,55.2796,33,102,1283,415,1
2026-02-23 11:26:39.138394,Segment 3,Business Bay,25.1872,55.2644,10,24,339,141,1
2026-02-23 11:26:40.197680,Segment 4,MOE,25.1182,55.2006,24,35,746,511,1
2026-02-23 12:02:38.999294,Segment 1,World Trade Centre,25.2262,55.287,4,40,537,53,1.0
2026-02-23 12:02:40.182275,Segment 2,DIFC,25.2136,55.2796,29,105,1460,403,1.0
2026-02-23 12:02:41.360875,Segment 3,Business Bay,25.1872,55.2644,11,27,308,125,0.992993
2026-02-23 12:02:42.543913,Segment 4,MOE,25.1182,55.2006,25,35,716,511,1.0
2026-02-23 13:41:34.495837,Segment 1,World Trade Centre,25.2262,55.287,4,50,537,43,1.0
2026-02-23 13:41:35.575372,Segment 2,DIFC,25.2136,55.2796,27,102,1568,415,1.0
2026-02-23 13:41:36.649735,Segment 3,Business Bay,25.1872,55.2644,15,25,226,135,0.998004
2026-02-23 13:41:37.720285,Segment 4,MOE,25.1182,55.2006,25,36,716,497,1.0
2026-02-23 14:37:52.143921,Segment 1,World Trade Centre,25.2262,55.287,5,43,430,50,1.0
2026-02-23 14:37:53.280796,Segment 2,DIFC,25.2136,55.2796,86,104,492,407,1.0
2026-02-23 14:37:54.400268,Segment 3,Business Bay,25.1872,55.2644,14,23,242,147,0.99
2026-02-23 14:37:55.558135,Segment 4,MOE,25.1182,55.2006,29,36,617,497,1.0
2026-02-23 15:32:02.004333,Segment 1,World Trade Centre,25.2262,55.287,35,52,61,41,1
2026-02-23 15:32:03.142337,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1
2026-02-23 15:32:04.266091,Segment 3,Business Bay,25.1872,55.2644,15,23,226,147,1
2026-02-23 15:32:05.397640,Segment 4,MOE,25.1182,55.2006,27,36,663,497,1
2026-02-23 16:35:31.381019,Segment 1,World Trade Centre,25.2262,55.287,32,53,67,40,1.0
2026-02-23 16:35:32.529229,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 16:35:33.634819,Segment 3,Business Bay,25.1872,55.2644,12,23,282,147,0.97
2026-02-23 16:35:34.705335,Segment 4,MOE,25.1182,55.2006,25,34,716,526,1.0
2026-02-23 17:46:16.608158,Segment 1,World Trade Centre,25.2262,55.287,25,52,86,41,1.0
2026-02-23 17:46:17.675118,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 17:46:18.753574,Segment 3,Business Bay,25.1872,55.2644,21,29,161,116,0.98277
2026-02-23 17:46:19.821448,Segment 4,MOE,25.1182,55.2006,26,37,688,484,1.0
2026-02-23 18:43:37.991155,Segment 1,World Trade Centre,25.2262,55.287,31,52,69,41,1.0
2026-02-23 18:43:39.115678,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 18:43:40.240353,Segment 3,Business Bay,25.1872,55.2644,16,24,211,141,0.96
2026-02-23 18:43:41.361888,Segment 4,MOE,25.1182,55.2006,29,35,617,511,1.0
2026-02-23 19:47:28.622869,Segment 1,World Trade Centre,25.2262,55.287,41,53,52,40,1.0
2026-02-23 19:47:29.693149,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 19:47:30.759438,Segment 3,Business Bay,25.1872,55.2644,13,24,260,141,0.97
2026-02-23 19:47:31.815568,Segment 4,MOE,25.1182,55.2006,28,35,639,511,1.0
2026-02-23 20:30:17.686489,Segment 1,World Trade Centre,25.2262,55.287,53,53,40,40,1.0
2026-02-23 20:30:18.850502,Segment 2,DIFC,25.2136,55.2796,105,105,403,403,1.0
2026-02-23 20:30:20.022977,Segment 3,Business Bay,25.1872,55.2644,15,24,226,141,0.99
2026-02-23 20:30:21.185358,Segment 4,MOE,25.1182,55.2006,36,36,497,497,1.0
2026-02-23 21:26:47.825632,Segment 1,World Trade Centre,25.2262,55.287,34,53,63,40,1.0
